ID,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,target
TRAIN_2252,58,Local-gov,318537,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
TRAIN_2253,39,Private,156897,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,2258,42,United-States,1
TRAIN_2254,34,Private,164190,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,38,United-States,1
TRAIN_2255,26,Private,174592,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
TRAIN_2256,19,,60688,Some-college,10,Never-married,,Own-child,White,Male,0,0,35,United-States,0
TRAIN_2257,20,,150084,Some-college,10,Never-married,,Own-child,White,Male,0,0,25,United-States,0
TRAIN_2258,57,Private,217886,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,0
TRAIN_2259,28,,201844,HS-grad,9,Separated,,Unmarried,White,Female,0,0,40,Mexico,0
TRAIN_2260,21,Local-gov,276840,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0
TRAIN_2261,46,Local-gov,199281,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
TRAIN_2262,43,Private,206139,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
TRAIN_2263,21,,180303,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0,0,25,,0
TRAIN_2264,38,Private,266645,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
TRAIN_2265,43,Private,101950,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
TRAIN_2266,63,Self-emp-not-inc,179444,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,0
TRAIN_2267,69,,167826,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
TRAIN_2268,27,Local-gov,263431,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0
TRAIN_2269,23,Private,32950,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,40,United-States,0
TRAIN_2270,49,Private,140121,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
TRAIN_2271,23,Private,124971,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2272,25,Private,167031,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,0
TRAIN_2273,24,Private,314165,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,0
TRAIN_2274,58,,147653,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,36,United-States,0
TRAIN_2275,29,Private,247445,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0
TRAIN_2276,49,Private,122385,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
TRAIN_2277,45,Private,288437,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,4064,0,40,United-States,0
TRAIN_2278,24,Private,182812,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,3325,0,52,Dominican-Republic,0
TRAIN_2279,34,Private,167893,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States,1
TRAIN_2280,68,Private,171933,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
TRAIN_2281,39,Private,215095,11th,7,Never-married,Prof-specialty,Unmarried,White,Female,0,0,30,Puerto-Rico,0
TRAIN_2282,34,Private,133503,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,2174,0,40,United-States,0
TRAIN_2283,56,State-gov,93415,HS-grad,9,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
TRAIN_2284,43,Local-gov,96102,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,1
TRAIN_2285,17,,219277,11th,7,Never-married,,Own-child,White,Female,0,0,20,United-States,0
TRAIN_2286,30,Local-gov,181372,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,33,United-States,1
TRAIN_2287,39,Private,269722,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,0
TRAIN_2288,53,Private,424079,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1
TRAIN_2289,35,Private,317153,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2290,54,State-gov,312897,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,England,1
TRAIN_2291,33,,211699,Some-college,10,Divorced,,Unmarried,White,Female,0,0,40,United-States,0
TRAIN_2292,48,Private,54744,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
TRAIN_2293,75,Self-emp-not-inc,165968,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,0
TRAIN_2294,22,Private,61850,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2295,47,Local-gov,172246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
TRAIN_2296,45,Private,175958,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
TRAIN_2297,59,Private,99131,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1
TRAIN_2298,20,,238685,11th,7,Divorced,,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2299,29,Self-emp-inc,130856,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
TRAIN_2300,71,,205011,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,0
TRAIN_2301,26,Private,160300,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2302,23,Private,256278,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,30,El-Salvador,0
TRAIN_2303,31,Self-emp-not-inc,175856,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
TRAIN_2304,41,State-gov,293485,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3103,0,40,United-States,1
TRAIN_2305,36,Private,386726,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,44,United-States,1
TRAIN_2306,24,Federal-gov,42251,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
TRAIN_2307,31,Private,133770,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,1
TRAIN_2308,36,Self-emp-not-inc,164526,Masters,14,Never-married,Sales,Not-in-family,White,Male,10520,0,45,United-States,1
TRAIN_2309,57,Private,112840,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
TRAIN_2310,50,Private,240612,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,0
TRAIN_2311,19,Private,196857,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2312,50,Private,143664,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2313,26,State-gov,58039,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
TRAIN_2314,50,Private,378747,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
TRAIN_2315,34,Self-emp-not-inc,204052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
TRAIN_2316,28,Private,261278,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,0
TRAIN_2317,19,,112780,Some-college,10,Never-married,,Own-child,White,Female,0,0,30,United-States,0
TRAIN_2318,47,Private,304857,Masters,14,Separated,Tech-support,Not-in-family,White,Male,27828,0,40,United-States,1
TRAIN_2319,41,Private,106900,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,United-States,1
TRAIN_2320,47,Private,178309,9th,5,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,0
TRAIN_2321,43,Local-gov,188280,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,914,0,40,United-States,0
TRAIN_2322,45,Private,276087,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,1
TRAIN_2323,45,Self-emp-inc,201699,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
TRAIN_2324,39,Private,190466,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,2174,0,40,United-States,0
TRAIN_2325,33,Local-gov,33727,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
TRAIN_2326,31,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
TRAIN_2327,29,Private,153805,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador,0
TRAIN_2328,34,Private,434463,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,39,United-States,0
TRAIN_2329,39,Self-emp-inc,117555,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
TRAIN_2330,69,Self-emp-inc,69209,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818,0,30,United-States,0
TRAIN_2331,28,Local-gov,125159,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Haiti,0
TRAIN_2332,35,Self-emp-not-inc,120301,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
TRAIN_2333,54,Private,338620,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,1
TRAIN_2334,66,Self-emp-not-inc,102686,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,1
TRAIN_2335,34,Self-emp-inc,80249,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,0
TRAIN_2336,48,Private,91251,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China,0
TRAIN_2337,62,Self-emp-inc,134768,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,0
TRAIN_2338,44,Self-emp-inc,104892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,1
TRAIN_2339,42,Private,160893,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,23,United-States,0
TRAIN_2340,61,Private,123273,5th-6th,3,Divorced,Transport-moving,Not-in-family,White,Male,0,1876,56,United-States,0
TRAIN_2341,35,Private,340018,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,0
TRAIN_2342,29,Private,22641,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,0
TRAIN_2343,53,Private,479621,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,0
TRAIN_2344,53,,64322,7th-8th,4,Separated,,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2345,63,Private,96299,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,1
TRAIN_2346,46,Private,201699,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
TRAIN_2347,67,,92061,HS-grad,9,Widowed,,Other-relative,White,Female,0,0,8,United-States,0
TRAIN_2348,29,Local-gov,220656,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1
TRAIN_2349,63,Private,207385,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
TRAIN_2350,41,Local-gov,132125,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
TRAIN_2351,53,Self-emp-not-inc,174102,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,50,Greece,1
TRAIN_2352,23,Private,386337,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,,0
TRAIN_2353,49,Private,65087,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
TRAIN_2354,36,Private,356838,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,0
TRAIN_2355,46,,202560,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,1
TRAIN_2356,29,Self-emp-not-inc,132686,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,Italy,1
TRAIN_2357,65,Private,90907,5th-6th,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
TRAIN_2358,44,Private,62258,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2359,55,Self-emp-not-inc,189721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0
TRAIN_2360,31,Self-emp-not-inc,389765,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
TRAIN_2361,81,,120478,Assoc-voc,11,Divorced,,Unmarried,White,Female,0,0,1,,0
TRAIN_2362,28,Private,66777,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,3137,0,40,United-States,0
TRAIN_2363,61,Private,162432,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2364,28,Local-gov,263600,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
TRAIN_2365,19,Private,109928,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,0
TRAIN_2366,23,Self-emp-not-inc,121313,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
TRAIN_2367,25,Private,313930,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0
TRAIN_2368,44,Local-gov,135056,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,16,,0
TRAIN_2369,51,Self-emp-inc,338836,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
TRAIN_2370,42,State-gov,222884,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2371,61,Private,101265,12th,8,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,Italy,0
TRAIN_2372,42,Local-gov,97277,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
TRAIN_2373,58,Private,158002,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,0
TRAIN_2374,52,Private,89054,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
TRAIN_2375,37,Private,174503,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
TRAIN_2376,24,Private,192766,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
TRAIN_2377,31,Private,179186,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,United-States,1
TRAIN_2378,26,Private,224361,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
TRAIN_2379,56,Local-gov,255406,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2380,25,Private,162687,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
TRAIN_2381,35,Private,126569,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,0
TRAIN_2382,71,Private,180117,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
TRAIN_2383,56,Self-emp-not-inc,95763,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
TRAIN_2384,55,Private,130957,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
TRAIN_2385,30,Private,100734,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
TRAIN_2386,46,Local-gov,377622,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
TRAIN_2387,40,Private,190621,Some-college,10,Divorced,Exec-managerial,Other-relative,Black,Female,0,0,55,United-States,0
TRAIN_2388,35,Private,219902,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,0,0,48,United-States,0
TRAIN_2389,41,Self-emp-inc,32185,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
TRAIN_2390,23,Private,117606,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2391,24,Private,222993,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
TRAIN_2392,42,Self-emp-not-inc,183765,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,,0
TRAIN_2393,36,Private,231082,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
TRAIN_2394,61,,135285,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,2603,32,United-States,0
TRAIN_2395,63,,46907,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,1
TRAIN_2396,20,Private,390817,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,Mexico,0
TRAIN_2397,47,Private,178341,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,1
TRAIN_2398,25,Private,164488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,0
TRAIN_2399,53,Self-emp-inc,188067,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0
TRAIN_2400,24,Private,611029,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
TRAIN_2401,18,Private,187240,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States,0
TRAIN_2402,45,Private,449354,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
TRAIN_2403,57,Private,201991,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
TRAIN_2404,33,Local-gov,222654,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,,0
TRAIN_2405,34,Private,198613,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,,0
TRAIN_2406,36,Private,93225,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
TRAIN_2407,18,Self-emp-inc,117372,11th,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0
TRAIN_2408,43,Private,193672,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
TRAIN_2409,62,,250091,Bachelors,13,Divorced,,Not-in-family,White,Male,0,0,5,United-States,0
TRAIN_2410,27,State-gov,249362,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,United-States,0
TRAIN_2411,36,Private,130926,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,3674,0,40,United-States,0
TRAIN_2412,65,Private,207281,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,0
TRAIN_2413,39,Private,85319,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,60,United-States,1
TRAIN_2414,39,Self-emp-inc,126675,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,0
TRAIN_2415,42,,257780,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,0
TRAIN_2416,29,Private,24153,Some-college,10,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
TRAIN_2417,50,Private,20795,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
TRAIN_2418,25,Private,281627,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2419,26,Private,64293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
TRAIN_2420,32,Self-emp-not-inc,197867,Assoc-voc,11,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,0
TRAIN_2421,38,Private,333651,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,70,United-States,1
TRAIN_2422,23,Local-gov,203353,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,12,United-States,0
TRAIN_2423,27,Private,247711,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
TRAIN_2424,26,Private,485117,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2425,52,,134447,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,0
TRAIN_2426,33,,173998,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,1485,38,United-States,0
TRAIN_2427,18,Private,141363,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2428,25,,200681,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0
TRAIN_2429,45,Local-gov,188823,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
TRAIN_2430,30,Private,46712,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
TRAIN_2431,47,State-gov,118447,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
TRAIN_2432,24,,172152,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0,0,25,Taiwan,0
TRAIN_2433,36,Self-emp-not-inc,34180,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,1
TRAIN_2434,21,Private,349041,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2435,27,Federal-gov,285432,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0
TRAIN_2436,27,Private,35032,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
TRAIN_2437,39,Private,379350,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
TRAIN_2438,45,Private,201865,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0
TRAIN_2439,55,Private,249072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
TRAIN_2440,25,Private,156334,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
TRAIN_2441,49,Private,192323,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
TRAIN_2442,37,Private,206888,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
TRAIN_2443,44,Private,176063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
TRAIN_2444,52,Private,172493,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States,0
TRAIN_2445,34,Private,112564,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
TRAIN_2446,52,,92968,Masters,14,Married-civ-spouse,,Wife,White,Female,15024,0,40,United-States,1
TRAIN_2447,31,Private,153078,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Other,Male,0,0,50,United-States,0
TRAIN_2448,20,Private,213719,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,0
TRAIN_2449,41,Private,182567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,1
TRAIN_2450,53,Private,295520,9th,5,Widowed,Sales,Unmarried,Black,Female,0,0,25,United-States,0
TRAIN_2451,51,Private,249706,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
TRAIN_2452,23,Federal-gov,41031,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,0
TRAIN_2453,17,,172145,10th,6,Never-married,,Own-child,Black,Female,0,0,40,United-States,0
TRAIN_2454,21,,301853,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0
TRAIN_2455,28,State-gov,175325,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
TRAIN_2456,43,Private,74581,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
TRAIN_2457,62,Private,136314,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
TRAIN_2458,22,Private,112693,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
TRAIN_2459,57,Private,121362,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,2258,38,United-States,1
TRAIN_2460,29,Private,133136,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
TRAIN_2461,38,Private,33983,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
TRAIN_2462,45,Private,319637,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
TRAIN_2463,40,Self-emp-not-inc,45093,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Canada,0
TRAIN_2464,36,Private,139703,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
TRAIN_2465,48,Local-gov,78859,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
TRAIN_2466,62,,176753,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
TRAIN_2467,35,Private,187119,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,1980,65,United-States,0
TRAIN_2468,38,Local-gov,73715,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,1
TRAIN_2469,60,Private,355865,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
TRAIN_2470,60,Private,185836,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
TRAIN_2471,45,Private,178215,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,1
TRAIN_2472,19,,263224,11th,7,Never-married,,Unmarried,White,Female,0,0,30,United-States,0
TRAIN_2473,20,Private,224217,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
TRAIN_2474,37,Private,238049,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,El-Salvador,0
